Name,Muscle,Equipment,Type,Video,Image 1,Image 2,Rating
Chair Upper Body Stretch,shoulder,other,stretching,https://videos.bodybuilding.com/video/mp4/58000/59712m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/485/Male/m/485_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/485/Male/m/485_2.jpg,4.1
Log Lift,shoulder,other,strongman,https://videos.bodybuilding.com/video/mp4/78000/78172m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/698/Male/m/698_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/698/Male/m/698_2.jpg,NA
Plate Shoulder Circle Big To Small Rotation,shoulder,other,strength,https://videos.bodybuilding.com/video/mp4/122000/122881m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/5001/Male/m/5001_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/5001/Male/m/5001_2.jpg,NA
Sled Overhead Backward Walk,shoulder,other,strength,https://videos.bodybuilding.com/video/mp4/98000/99252m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1061/Male/m/1061_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1061/Male/m/1061_2.jpg,NA
Sled Reverse Flye,shoulder,other,strength,https://videos.bodybuilding.com/video/mp4/100000/100412m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1071/Male/m/1071_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1071/Male/m/1071_2.jpg,NA
Suspended Back Fly,shoulder,other,strength,https://videos.bodybuilding.com/video/mp4/116000/117541m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3223/Male/m/3223_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3223/Male/m/3223_2.jpg,NA
Upright Row - With Bands,traps,bands,strength,https://videos.bodybuilding.com/video/mp4/32000/32841m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/261/Male/m/261_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/261/Male/m/261_2.jpg,7.8
Barbell Shrug,traps,barbell,strength,https://videos.bodybuilding.com/video/mp4/24000/25761m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/97/Male/m/97_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/97/Male/m/97_2.jpg,8.4
Barbell Shrug Behind The Back,traps,barbell,strength,https://videos.bodybuilding.com/video/mp4/24000/25771m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/673/Male/m/673_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/673/Male/m/673_2.jpg,8.3
Clean Shrug,traps,barbell,olympic weight lifting,https://videos.bodybuilding.com/video/mp4/76000/76812m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/673/Male/m/673_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/673/Male/m/673_2.jpg,6.8
Snatch Shrug,traps,barbell,olympic weight lifting,https://videos.bodybuilding.com/video/mp4/76000/77842m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/718/Male/m/718_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/718/Male/m/718_2.jpg,6.2
Kettlebell Sumo High Pull,traps,kettlebells,strength,https://videos.bodybuilding.com/video/mp4/62000/63272m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/645/Male/m/645_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/645/Male/m/645_2.jpg,8.7
Smith Machine Shrug,traps,machine,strength,https://www.bodybuilding.com/exercises/exerciseImages/sequences/134/Male/m/134_1.jpg,https://videos.bodybuilding.com/video/mp4/30000/30871m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/134/Male/m/134_2.jpg,9.2
Leverage Shrug,traps,machine,strength,https://videos.bodybuilding.com/video/mp4/90000/90922m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/898/Male/m/898_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/898/Male/m/898_2.jpg,9.1
Calf-Machine Shoulder Shrug,traps,machine,strength,https://videos.bodybuilding.com/video/mp4/32000/32041m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/184/Male/m/184_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/184/Male/m/184_2.jpg,8.7
Smith Machine Behind The Back Shrug,traps,machine,strength,https://videos.bodybuilding.com/video/mp4/106000/106892m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2131/Male/m/2131_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2131/Male/m/2131_2.jpg,7.8
Smith Machine Upright Row,traps,machine,strength,https://videos.bodybuilding.com/video/mp4/30000/30901m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/78/Male/m/78_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/78/Male/m/78_2.jpg,7.3
Upright Cable Row,traps,cable,strength,https://videos.bodybuilding.com/video/mp4/32000/32821m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/71/Male/m/71_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/71/Male/m/71_2.jpg,8.1
Cable Shrugs,traps,cable,strength,https://videos.bodybuilding.com/video/mp4/32000/32011m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/133/Male/m/133_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/133/Male/m/133_2.jpg,7.9
Standing Dumbbell Upright Row,traps,dumbbell,strength,https://videos.bodybuilding.com/video/mp4/32000/33181m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/368/Male/m/368_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/368/Male/m/368_2.jpg,8.7
Dumbbell Shrug,traps,dumbbell,strength,https://videos.bodybuilding.com/video/mp4/28000/29131m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/96/Male/m/96_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/96/Male/m/96_2.jpg,8.7
Scapular Pull Up,traps,none,strength,https://videos.bodybuilding.com/video/mp4/100000/100302m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1451/Male/m/1451_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1451/Male/m/1451_2.jpg,6.6
Band Skull Crusher,triceps,bands,strength,https://videos.bodybuilding.com/video/mp4/100000/100422m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1211/Male/m/1211_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1211/Male/m/1211_2.jpg,8.4
Speed Band Overhead Triceps,triceps,bands,strength,https://videos.bodybuilding.com/video/mp4/98000/99142m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1221/Male/m/1221_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1221/Male/m/1221_2.jpg,NA
Decline EZ Bar Triceps Extension,triceps,barbell,strength,https://videos.bodybuilding.com/video/mp4/32000/32161m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/166/Male/m/166_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/166/Male/m/166_2.jpg,9.3
Close-Grip Barbell Bench Press,triceps,barbell,strength,https://videos.bodybuilding.com/video/mp4/32000/32061m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/23/Male/m/23_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/23/Male/m/23_2.jpg,9.1
Decline Close-Grip Bench To Skull Crusher,triceps,barbell,strength,https://videos.bodybuilding.com/video/mp4/32000/32111m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/288/Male/m/288_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/288/Male/m/288_2.jpg,8.9
Incline Barbell Triceps Extension,triceps,barbell,strength,https://videos.bodybuilding.com/video/mp4/28000/29431m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/347/Male/m/347_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/347/Male/m/347_2.jpg,8.9
Lying Close-Grip Barbell Triceps Extension Behind The Head,triceps,barbell,strength,https://videos.bodybuilding.com/video/mp4/28000/29601m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/357/Male/m/357_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/357/Male/m/357_2.jpg,8.7
Bench Press - Powerlifting,triceps,barbell,powerlifting,https://videos.bodybuilding.com/video/mp4/76000/76662m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/663/Male/m/663_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/663/Male/m/663_2.jpg,8.7
Standing Overhead Barbell Triceps Extension,triceps,barbell,strength,https://videos.bodybuilding.com/video/mp4/32000/33071m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/354/Male/m/354_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/354/Male/m/354_2.jpg,8.6
JM Press,triceps,barbell,strength,https://videos.bodybuilding.com/video/mp4/116000/117801m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/304/Male/m/304_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/304/Male/m/304_2.jpg,8.6
Reverse Triceps Bench Press,triceps,barbell,strength,https://videos.bodybuilding.com/video/mp4/30000/30321m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/358/Male/m/358_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/358/Male/m/358_2.jpg,8.3
Floor Press,triceps,barbell,powerlifting,https://videos.bodybuilding.com/video/mp4/76000/77332m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/683/Male/m/683_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/683/Male/m/683_2.jpg,8.3
Bench Press with Chains,triceps,barbell,powerlifting,https://videos.bodybuilding.com/video/mp4/76000/77202m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/732/Male/m/732_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/732/Male/m/732_2.jpg,8.3
Board Press,triceps,barbell,powerlifting,https://videos.bodybuilding.com/video/mp4/78000/78732m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/664/Male/m/664_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/664/Male/m/664_2.jpg,7.7
One Arm Floor Press,triceps,barbell,strength,https://videos.bodybuilding.com/video/mp4/28000/29861m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/241/Male/m/241_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/241/Male/m/241_2.jpg,7.3
Pin Presses,triceps,barbell,powerlifting,https://videos.bodybuilding.com/video/mp4/78000/78282m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/701/Male/m/701_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/701/Male/m/701_2.jpg,7
Floor Press with Chains,triceps,barbell,powerlifting,https://videos.bodybuilding.com/video/mp4/76000/76582m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/735/Male/m/735_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/735/Male/m/735_2.jpg,NA
Dips - Triceps Version,triceps,body only,strength,https://videos.bodybuilding.com/video/mp4/54000/54371m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/55/Male/m/55_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/55/Male/m/55_2.jpg,9.4
Push-Ups - Close Triceps Position,triceps,body only,strength,https://videos.bodybuilding.com/video/mp4/54000/54741m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/363/Male/m/363_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/363/Male/m/363_2.jpg,9
Bench Dips,triceps,body only,strength,https://videos.bodybuilding.com/video/mp4/118000/118201m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/344/Male/m/344_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/344/Male/m/344_2.jpg,8.7
Cobra Triceps Extension,triceps,body only,strength,https://videos.bodybuilding.com/video/mp4/54000/54831m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3133/Male/m/3133_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3133/Male/m/3133_2.jpg,8.3
Body Tricep Press,triceps,body only,strength,https://videos.bodybuilding.com/video/mp4/98000/99112m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1291/Male/m/1291_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1291/Male/m/1291_2.jpg,8.2
Body-Up,triceps,body only,strength,https://videos.bodybuilding.com/video/mp4/118000/119531m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3991/Male/m/3991_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3991/Male/m/3991_2.jpg,8
Incline Push-Up Close-Grip,triceps,body only,strength,https://videos.bodybuilding.com/video/mp4/104000/104852m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1551/Male/m/1551_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1551/Male/m/1551_2.jpg,7.4
Close-Grip Push-Up off of a Dumbbell,triceps,body only,strength,https://videos.bodybuilding.com/video/mp4/104000/104042m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1661/Male/m/1661_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1661/Male/m/1661_2.jpg,7.3
Standing Towel Triceps Extension,triceps,body only,strength,https://videos.bodybuilding.com/video/mp4/32000/33031m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/383/Male/m/383_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/383/Male/m/383_2.jpg,6.5
Overhead Triceps,triceps,body only,stretching,https://videos.bodybuilding.com/video/mp4/60000/60292m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/610/Male/m/610_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/610/Male/m/610_2.jpg,3.3
Triceps Pushdown - V-Bar Attachment,triceps,cable,strength,https://videos.bodybuilding.com/video/mp4/32000/32881m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/143/Male/m/143_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/143/Male/m/143_2.jpg,9.1
Kneeling Cable Triceps Extension,triceps,cable,strength,https://videos.bodybuilding.com/video/mp4/32000/32451m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/150/Male/m/150_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/150/Male/m/150_2.jpg,9
Reverse Grip Triceps Pushdown,triceps,cable,strength,https://videos.bodybuilding.com/video/mp4/30000/30301m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/179/Male/m/179_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/179/Male/m/179_2.jpg,9
Triceps Pushdown - Rope Attachment,triceps,cable,strength,https://videos.bodybuilding.com/video/mp4/32000/32891m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/54/Male/m/54_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/54/Male/m/54_2.jpg,8.9
Cable One Arm Tricep Extension,triceps,cable,strength,https://videos.bodybuilding.com/video/mp4/30000/31951m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/80/Male/m/80_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/80/Male/m/80_2.jpg,8.9
Cable Lying Triceps Extension,triceps,cable,strength,https://videos.bodybuilding.com/video/mp4/30000/31941m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/161/Male/m/161_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/161/Male/m/161_2.jpg,8.6
Triceps Overhead Extension with Rope,triceps,cable,strength,https://videos.bodybuilding.com/video/mp4/94000/94782m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/922/Male/m/922_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/922/Male/m/922_2.jpg,8.6
Triceps Pushdown,triceps,cable,strength,https://videos.bodybuilding.com/video/mp4/32000/32901m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/343/Male/m/343_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/343/Male/m/343_2.jpg,8.6
Low Cable Triceps Extension,triceps,cable,strength,https://videos.bodybuilding.com/video/mp4/54000/55091m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/157/Male/m/157_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/157/Male/m/157_2.jpg,8.2
Cable Rope Overhead Triceps Extension,triceps,cable,strength,https://videos.bodybuilding.com/video/mp4/30000/31971m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/220/Male/m/220_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/220/Male/m/220_2.jpg,8.1
Standing Low-Pulley One-Arm Triceps Extension,triceps,cable,strength,https://videos.bodybuilding.com/video/mp4/32000/33131m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/149/Male/m/149_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/149/Male/m/149_2.jpg,8
Cable Incline Triceps Extension,triceps,cable,strength,https://videos.bodybuilding.com/video/mp4/30000/31921m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/314/Male/m/314_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/314/Male/m/314_2.jpg,7.1
Supline Chest Throw,triceps,medicine ball,plyometrics,https://videos.bodybuilding.com/video/mp4/90000/91772m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/838/Male/m/838_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/838/Male/m/838_2.jpg,8.2
Dumbbell Floor Press,triceps,dumbbell,powerlifting,https://videos.bodybuilding.com/video/mp4/76000/77242m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/680/Male/m/680_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/680/Male/m/680_2.jpg,9.3
